TRADEDATE,ISIN,SECID,SHORTNAME,NAME,BOARDID,TYPE,MATDATE,OFFERDATE,FACEVALUE,FACEUNIT,ISSUESIZE,LOTVALUE,COUPONPERCENT,COUPONVALUE,COUPONFREQUENCY,COUPONPERIOD,OPEN,LOW,HIGH,CLOSE,WAPRICE,VOLUME,VALUE,NUMTRADES,ACCINT,YIELDCLOSE,YIELDATWAP,DURATION_DAYS,DURATION_YEARS,STATUS
2026-04-24,RU000A1079S6,RU000A1079S6,МЕТАЛИН1P6,МЕТАЛЛОИНВЕСТ 001P-06,TQCB,exchange_bond,2027-11-23,,1000.0,SUR,15000000.0,,0.0,0.0,4.0,,99.13,98.92,99.13,99.1,99.05,174,172344.8,27,26.61,15.09,15.13,510.0,1.4,OK
2026-04-24,RU000A107A28,RU000A107A28,sГПБ005P1P,ГПБ (АО) БО 005Р-01Р,TQCB,exchange_bond,2026-11-28,,1000.0,SUR,15000000.0,,12.75,31.09,4.0,,99.6,99.53,99.7,99.7,99.67,198,197350.1,34,19.21,13.94,14.0,207.0,0.57,OK
2026-04-24,RU000A107AG6,RU000A107AG6,РоссЦP03,Россети Центр ПАО 001Р-03,TQCB,exchange_bond,2027-05-18,,1000.0,SUR,5000000.0,,15.9,13.07,12.0,,99.82,99.4,99.85,99.75,99.73,4579,4566763.5,170,0.44,15.14,15.16,360.0,0.99,OK
2026-04-24,RU000A107AJ0,RU000A107AJ0,ИКС5Фин3P3,ИКС 5 ФИНАНС 003P-03,TQCB,exchange_bond,2033-11-22,,1000.0,SUR,10000000.0,,12.9,32.16,4.0,,99.55,99.55,99.94,99.93,99.92,563,562546.2,32,18.38,14.16,14.26,39.0,0.11,OK
2026-04-24,RU000A107AM4,RU000A107AM4,АЛЬФАБ2Р25,АЛЬФА-БАНК Б2Р25,TQCB,exchange_bond,2026-11-26,,1000.0,SUR,11000000.0,,13.25,33.03,4.0,,99.88,99.55,99.93,99.61,99.8,525,523955.6,62,20.69,14.68,14.3,204.0,0.56,OK
2026-04-24,RU000A107AU7,RU000A107AU7,sВЭБP-39,ВЭБ.РФ ПБО-002Р-39,TQCB,exchange_bond,2030-05-23,,1000.0,SUR,40000000.0,,0.0,0.0,4.0,,97.51,97.09,97.71,97.69,97.48,166,161821.6,24,25.64,15.12,15.2,1129.0,3.09,OK
2026-04-24,RU000A107DP1,RU000A107DP1,РСетиМР1Р5,ПАО Россети Моск.рег. БО1Р05,TQCB,exchange_bond,2026-11-28,,1000.0,SUR,8000000.0,,16.15,13.27,12.0,,100.02,100.01,100.19,100.18,100.04,10119,10123103.5,28,9.73,15.22,15.51,205.0,0.56,OK
2026-04-24,RU000A107F49,RU000A107F49,ГПБ005P02P,ГПБ (АО) БО 005Р-02Р,TQCB,exchange_bond,2027-06-20,,1000.0,SUR,12696723.0,,15.0,12.33,12.0,,98.23,98.02,98.5,98.35,98.32,3463,3404689.8,148,1.64,15.47,15.51,389.0,1.07,OK
2026-04-24,RU000A107GC2,RU000A107GC2,ДОМ 2P3,ДОМ.РФ ПАО 002P-03,TQCB,exchange_bond,2027-12-17,,1000.0,SUR,40000000.0,,,0.0,4.0,,99.69,99.22,99.69,99.61,99.27,33,32759.8,8,15.27,14.39,14.65,536.0,1.47,OK
2026-04-24,RU000A107HG1,RU000A107HG1,Газпнф3P8R,Газпром нефть БО 003P-08R,TQCB,exchange_bond,2026-12-12,,1000.0,SUR,12000000.0,,,0.0,12.0,,100.1,100.01,100.12,100.05,100.11,16895,16913133.7,160,3.57,15.8,15.69,219.0,0.6,OK
2026-04-24,RU000A107HH9,RU000A107HH9,Газпнф3P9R,Газпром нефть БО 003P-09R,TQCB,exchange_bond,2027-12-23,,1000.0,SUR,15000000.0,,0.0,0.0,4.0,,99.65,99.45,99.65,99.65,99.55,115,114478.2,20,12.85,14.62,14.7,542.0,1.48,OK
2026-04-24,RU000A107S10,RU000A107S10,РСХБ2Р3,Россельхозбанк БO-03-002P,TQCB,exchange_bond,2027-01-29,,1000.0,SUR,42000000.0,,16.07,13.65,12.0,,100.27,100.15,100.29,100.16,100.2,6285,6297505.3,289,13.55,15.33,15.27,263.0,0.72,OK
2026-04-24,RU000A107UA7,RU000A107UA7,ГПБ005P03P,ГПБ (АО) БО 005Р-03Р,TQCB,exchange_bond,2034-02-21,,1000.0,SUR,22208714.0,,13.7,34.16,4.0,,99.86,99.31,99.86,99.53,99.35,1477,1467463.8,33,19.52,14.93,15.13,373.0,1.02,OK
2026-04-24,RU000A107UW1,RU000A107UW1,Газпн3P10R,Газпром нефть БО 003P-10R,TQCB,exchange_bond,2027-02-12,,1000.0,SUR,50000000.0,,0.0,0.0,12.0,,100.15,99.99,100.2,100.01,100.08,89681,89753069.9,525,2.68,15.68,15.57,275.0,0.75,OK
2026-04-24,RU000A107UX9,RU000A107UX9,Газпн3P11R,Газпром нефть БО 003P-11R,TQCB,exchange_bond,2027-02-24,,1000.0,SUR,20000000.0,,0.0,0.0,4.0,,99.98,99.88,100.19,99.92,99.91,1379,1377768.2,34,26.02,15.41,15.42,283.0,0.78,OK
2026-04-24,RU000A107WL0,RU000A107WL0,ИКС5Фин3P4,ИКС 5 ФИНАНС 003P-04,TQCB,exchange_bond,2034-02-28,,1000.0,SUR,10000000.0,,16.6,41.39,4.0,,100.0,99.73,100.01,99.99,99.81,11737,11714966.4,140,20.47,16.01,16.57,133.0,0.36,OK
2026-04-24,RU000A1083A6,RU000A1083A6,НорНикБ1P7,ГМК Нор.никель БО-001Р-07,TQCB,exchange_bond,2029-02-28,,1000.0,SUR,100000000.0,,16.3,13.4,12.0,,100.03,99.8,100.03,99.96,99.95,86887,86844226.5,224,4.02,14.42,14.43,859.0,2.35,OK
2026-04-24,RU000A1083U4,RU000A1083U4,МТС 2P-04,Мобильные ТелеСистемы 002P-04,TQCB,exchange_bond,2027-09-23,,1000.0,SUR,17000000.0,,0.0,0.0,4.0,,99.28,99.11,99.29,99.27,99.16,1756,1741170.8,83,12.85,15.21,15.31,468.0,1.28,OK
2026-04-24,RU000A1083W0,RU000A1083W0,МТС 2P-05,Мобильные ТелеСистемы 002P-05,TQCB,exchange_bond,2027-09-23,,1000.0,SUR,25000000.0,,0.0,0.0,4.0,,99.44,99.16,99.65,99.38,99.49,19922,19821178.5,219,12.99,15.2,15.1,467.0,1.28,OK
2026-04-24,RU000A108447,RU000A108447,Росагрл1Р5,Росагролизинг 001P-05,TQCB,corporate_bond,2029-05-02,,1000.0,SUR,7000000.0,,16.73,14.21,12.0,,97.0,96.5,97.1,96.95,96.73,1484,1435426.4,70,5.5,16.18,16.29,892.0,2.44,OK
2026-04-24,RU000A108EF8,SU26247RMFS5,ОФЗ 26247,ОФЗ-ПД 26247 11/05/39,TQOB,ofz_bond,2039-05-11,,1000.0,SUR,1000000000.0,,12.25,61.08,2.0,,89.879,88.52,89.88,88.841,89.035,3344206,2977543704.41,52690,50.01,14.64,14.6,2237.0,6.13,OK
2026-04-24,RU000A108EG6,SU26245RMFS9,ОФЗ 26245,ОФЗ-ПД 26245 26/09/35,TQOB,ofz_bond,2035-09-26,,1000.0,SUR,1250000000.0,,12.0,59.84,2.0,,89.8,88.718,89.868,88.9,88.865,16651419,14797853217.72,12919,5.26,14.67,14.68,2053.0,5.62,OK
2026-04-24,RU000A108EH4,SU26248RMFS3,ОФЗ 26248,ОФЗ-ПД 26248 16/05/40,TQOB,ofz_bond,2040-05-16,,1000.0,SUR,1000000000.0,,12.25,61.08,2.0,,89.83,88.511,89.98,88.636,89.025,4249262,3782733603.53,26302,47.66,14.63,14.55,2303.0,6.31,OK
2026-04-24,RU000A108G05,RU000A108G05,ЕврХол3P01,ЕвразХолдинг Финанс 003P-01,TQCB,exchange_bond,2026-11-07,,1000.0,SUR,40000000.0,,0.0,0.0,12.0,,99.98,99.86,100.0,100.0,99.94,8947,8941206.2,165,5.81,16.04,16.18,186.0,0.51,OK
2026-04-24,RU000A108GR8,RU000A108GR8,Ростел1P7R,Ростелеком ПАО 001P-07R,TQCB,exchange_bond,2027-05-20,,1000.0,SUR,15000000.0,,0.0,0.0,4.0,,100.14,99.7,100.44,99.94,99.97,22647,22641320.7,88,28.97,14.24,14.21,357.0,0.98,OK
2026-04-24,RU000A108JV4,RU000A108JV4,ГазпКап3P2,Газпром капитал БО-003Р-02,TQCB,exchange_bond,2028-05-07,,1000.0,SUR,40000000.0,,0.0,0.0,12.0,,99.39,99.03,99.4,99.24,99.28,22764,22599708.4,368,2.67,14.79,14.76,646.0,1.77,OK
2026-04-24,RU000A108VL0,RU000A108VL0,ГПБ005P12P,ГПБ (АО) БО 005Р-12Р,TQCB,exchange_bond,2028-02-01,,1000.0,SUR,537366.0,,15.5,12.74,12.0,,97.97,97.6,98.0,98.0,97.87,102,99826.5,32,9.77,14.96,15.05,571.0,1.56,OK
2026-04-24,RU000A108Y86,RU000A108Y86,Европлн1Р7,ПАО ЛК Европлан 001P-07,TQCB,exchange_bond,2027-06-24,,1000.0,SUR,12000000.0,,0.0,13.89,12.0,,100.1,100.1,100.4,100.22,100.33,52051,52220773.2,265,11.11,15.91,15.74,268.0,0.73,OK
2026-04-24,RU000A108Z85,RU000A108Z85,РЖД 1Р-32R,РЖД БО 001P-32R,TQCB,exchange_bond,2029-08-18,,1000.0,SUR,45000000.0,,15.99,13.58,12.0,,97.84,97.6,98.23,97.97,97.97,29801,29196324.1,596,12.59,15.04,15.04,977.0,2.68,OK
2026-04-24,RU000A108Z93,RU000A108Z93,ВТБЛИЗ 1Р1,ВТБ Лизинг 001Р-МБ-01,TQCB,exchange_bond,2026-07-02,,1000.0,SUR,1000000.0,,17.75,14.59,12.0,,100.74,100.59,100.85,100.7,100.72,606,610368.2,76,10.21,14.71,14.59,65.0,0.18,OK
2026-04-24,RU000A108ZH9,RU000A108ZH9,Славнеф2Р5,Славнефть БО 002Р-05,TQCB,exchange_bond,2034-05-15,,1000.0,SUR,10000000.0,,0.0,0.0,12.0,,99.69,99.5,99.98,99.5,99.54,13108,13047238.4,142,12.15,15.84,15.79,391.0,1.07,OK
2026-04-24,RU000A108ZT4,RU000A108ZT4,РСЭКСМБ2Р5,РОСЭКСИМБАНК 002P-05,TQCB,exchange_bond,2034-07-05,,1000.0,SUR,15000000.0,,0.0,0.0,4.0,,100.04,100.03,100.29,100.28,100.14,1493,1495057.1,27,4.17,15.31,15.45,415.0,1.14,OK
2026-04-24,RU000A109098,RU000A109098,iПозитивР1,Группа Позитив 001Р-01,TQCB,exchange_bond,2027-07-04,,1000.0,SUR,5000000.0,,0.0,0.0,12.0,,99.56,99.25,99.89,99.88,99.76,3013,3005869.0,241,6.41,15.71,15.84,396.0,1.08,OK
2026-04-24,RU000A1094F2,RU000A1094F2,ЧеркизБ1P7,ГруппаЧеркизово БО-001Р-07,TQCB,exchange_bond,2027-07-15,,1000.0,SUR,7000000.0,,0.0,0.0,12.0,,99.99,99.8,100.0,99.95,99.95,1605,1604127.0,157,1.34,15.19,15.19,408.0,1.12,OK
2026-04-24,RU000A109528,RU000A109528,Россет1Р13,Россети ПАО БО 001P-13R,TQCB,exchange_bond,2027-07-18,,1000.0,SUR,65000000.0,,0.0,0.0,12.0,,99.99,99.75,100.25,99.91,99.91,2853,2850462.7,192,0.0,14.82,14.82,412.0,1.13,OK
2026-04-24,RU000A1097S8,RU000A1097S8,ГПБ005P04P,ГПБ (АО) БО 005Р-04Р,TQCB,exchange_bond,2028-02-08,,1000.0,SUR,779689.0,,0.0,0.0,4.0,,98.11,98.11,98.11,98.11,98.11,7,6867.7,3,32.31,15.1,15.1,569.0,1.56,OK
2026-04-24,RU000A109B33,RU000A109B33,Газпн3P13R,Газпром нефть БО 003P-13R,TQCB,exchange_bond,2028-02-09,,1000.0,SUR,55000000.0,,0.0,0.0,12.0,,99.7,99.61,99.85,99.67,99.7,34124,34021493.5,518,1.79,14.78,14.75,578.0,1.58,OK
2026-04-24,RU000A109JS8,RU000A109JS8,РостелP11R,Ростелеком ПАО 001P-11R,TQCB,exchange_bond,2027-09-13,,1000.0,SUR,15000000.0,,0.0,0.0,4.0,,100.08,99.71,100.08,99.94,99.95,2445,2443780.4,14,17.49,14.62,14.61,458.0,1.25,OK
2026-04-24,RU000A109JW0,RU000A109JW0,КАМАЗ БП12,КАМАЗ ПАО БО-П12,TQCB,exchange_bond,2027-09-14,,1000.0,SUR,8000000.0,,0.0,0.0,4.0,,96.11,96.11,96.51,96.5,96.36,883,850827.1,70,17.34,18.15,18.28,457.0,1.25,OK
2026-04-24,RU000A109K40,RU000A109K40,ФосАгро П2,ФосАгро БО-П02,TQCB,exchange_bond,2026-09-08,,1000.0,SUR,35000000.0,,0.0,0.0,12.0,,100.08,100.03,101.22,100.33,100.62,29544,29728079.7,351,5.73,14.97,14.06,130.0,0.36,OK
2026-04-24,RU000A109KC0,RU000A109KC0,ИКС5Фин3P6,ИКС 5 ФИНАНС 003P-06,TQCB,exchange_bond,2035-11-04,,1000.0,SUR,26000000.0,,14.4,11.84,12.0,,102.28,101.13,102.31,101.84,102.08,206244,210524402.8,76,11.44,13.91,13.73,515.0,1.41,OK
2026-04-24,RU000A109KW8,RU000A109KW8,НКНХ 1Р-03,Нижнекамскнефтехим об. 001Р-03,TQCB,exchange_bond,2031-08-15,,1000.0,SUR,7500000.0,,16.2,13.32,12.0,,99.6,99.31,99.84,99.71,99.68,293,292067.4,23,4.88,14.53,14.55,600.0,1.64,OK
2026-04-24,RU000A109L49,RU000A109L49,АЛРОСА1Р1,АЛРОСА 001Р-01,TQCB,exchange_bond,2028-09-02,,1000.0,SUR,45000000.0,,0.0,0.0,12.0,,99.64,99.63,99.8,99.77,99.8,36662,36587397.6,213,3.55,14.42,14.4,734.0,2.01,OK
2026-04-24,RU000A109R19,RU000A109R19,ГПБФин1Р2,ГПБ Финанс 001Р-02Р,TQCB,exchange_bond,2027-10-24,,1000.0,SUR,10000000.0,,0.0,0.0,4.0,,99.51,98.86,99.55,99.39,99.35,17,16889.4,9,41.48,15.33,15.36,498.0,1.36,OK
2026-04-24,RU000A109RR3,RU000A109RR3,Ульоб34009,Минфин Ульяновской обл. 34009,TQCB,subfederal_bond,2029-10-04,,1000.0,SUR,3000000.0,,22.5,56.1,4.0,,118.88,118.43,118.88,118.62,118.8,852,1012165.0,115,46.85,14.72,14.64,746.0,2.04,OK
2026-04-24,RU000A109S91,RU000A109S91,РСетиМР1P7,ПАО Россети Моск.рег. БО1Р07,TQCB,exchange_bond,2026-10-01,,1000.0,SUR,5000000.0,,0.0,0.0,12.0,,100.28,100.28,100.46,100.28,100.37,8,8029.6,3,8.84,15.22,14.98,151.0,0.41,OK
2026-04-24,RU000A109TJ6,RU000A109TJ6,ПСБ 3P-09,"ПАО ""ПСБ"" 003P-09",TQCB,exchange_bond,2027-10-15,,1000.0,SUR,17000000.0,,16.5,14.01,12.0,,100.04,99.95,100.14,100.0,100.0,5794,5793931.2,169,11.75,14.85,14.85,480.0,1.32,OK
2026-04-24,RU000A109TW9,RU000A109TW9,НорНик Б10,ГМК Нор.никель БО-10,TQCB,exchange_bond,2029-09-26,,1000.0,SUR,100000000.0,,0.0,0.0,12.0,,99.6,99.53,99.76,99.58,99.67,887,884072.0,108,3.97,14.43,14.38,757.0,2.07,OK
2026-04-24,RU000A109UD7,RU000A109UD7,Атомэнпр03,Атомэнергопром АО 001Р-03,TQCB,exchange_bond,2027-10-08,,1000.0,SUR,20000000.0,,0.0,0.0,12.0,,100.0,99.88,100.31,99.89,100.0,23923,23922296.7,152,3.56,14.85,14.75,478.0,1.31,OK
2026-04-24,RU000A109VL8,RU000A109VL8,СовкомБОП5,Совкомбанк БО-П05,TQCB,exchange_bond,2027-10-10,,1000.0,SUR,20507209.0,,0.0,0.0,12.0,,100.16,100.01,100.28,100.27,100.17,5641,5650606.1,281,2.79,15.37,15.45,478.0,1.31,OK
2026-04-24,RU000A109VM6,RU000A109VM6,КАМАЗ БП13,КАМАЗ ПАО БО-П13,TQCB,exchange_bond,2026-10-15,,1000.0,SUR,5000000.0,,0.0,0.0,12.0,,99.4,99.33,99.5,99.42,99.46,1235,1228280.0,69,2.75,18.15,18.04,165.0,0.45,OK
2026-04-24,RU000A10A349,RU000A10A349,РусГид2Р01,РусГидро БО-002Р-01,TQCB,exchange_bond,2026-11-04,,1000.0,SUR,40000000.0,,0.0,13.9,12.0,,100.6,100.5,101.0,100.69,100.68,84298,84870603.7,190,7.45,15.29,15.31,183.0,0.5,OK
2026-04-24,RU000A10A4S7,RU000A10A4S7,ФосАгро2П1,ФосАгро БО-02-01,TQCB,exchange_bond,2029-10-27,,1000.0,SUR,30371791.0,,0.0,0.0,12.0,,101.37,101.28,101.58,101.57,101.38,1405,1424413.9,110,3.73,13.53,13.93,196.0,0.54,OK
2026-04-24,RU000A10A7S0,RU000A10A7S0,iСелктл1Р5,Селектел 001P-05R,TQCB,exchange_bond,2027-05-23,,1000.0,SUR,4000000.0,,0.0,15.62,12.0,,103.12,102.66,103.35,103.07,103.16,8377,8641373.1,314,13.53,14.81,14.71,355.0,0.97,OK
2026-04-24,RU000A10A8H1,RU000A10A8H1,РусГид2Р04,РусГидро БО-002Р-04,TQCB,exchange_bond,2026-06-28,,1000.0,SUR,11500000.0,,23.0,18.9,12.0,,101.46,101.45,101.64,101.46,101.54,3432,3484795.4,137,15.75,15.21,14.67,60.0,0.16,OK
2026-04-24,RU000A10ABC2,RU000A10ABC2,Новосиб 26,Новосибирская область 34026,TQCB,subfederal_bond,2027-11-28,,1000.0,SUR,27800000.0,,19.5,16.03,12.0,,101.92,101.73,102.09,101.81,101.92,4065,4143035.7,240,9.08,15.36,15.15,211.0,0.58,OK
2026-04-24,RU000A10AC91,RU000A10AC91,Башкорт24,Республика Башкортостан 34014,TQCB,subfederal_bond,2027-12-14,,900.0,SUR,10500000.0,,23.75,17.57,12.0,,109.99,109.13,109.99,109.51,109.47,1975,1945878.39,175,7.61,14.56,14.6,336.0,0.92,OK
2026-04-24,RU000A10AFX9,RU000A10AFX9,sМЕТАЛИ1P9,МЕТАЛЛОИНВЕСТ 001P-09,TQCB,exchange_bond,2026-06-17,,1000.0,SUR,10000000.0,,0.0,0.0,12.0,,100.18,100.05,100.18,100.05,100.1,536,536514.5,95,2.88,17.49,17.06,51.0,0.14,OK
2026-04-24,RU000A10ASC6,RU000A10ASC6,Европлн1Р9,ПАО ЛК Европлан 001P-09,TQCB,exchange_bond,2028-07-14,,900.0,SUR,16000000.0,,24.0,17.75,12.0,,109.95,109.62,110.5,110.29,110.21,16986,16848576.45,1181,18.41,15.63,15.7,393.0,1.08,OK
2026-04-24,RU000A10ASW4,RU000A10ASW4,КАМАЗ БП14,КАМАЗ ПАО БО-П14,TQCB,exchange_bond,2027-01-25,,1000.0,SUR,10000000.0,,0.0,15.12,12.0,,100.01,100.01,100.43,100.09,100.13,3004,3007836.2,156,12.1,18.05,17.98,255.0,0.7,OK
2026-04-24,RU000A10AT35,RU000A10AT35,ИКС5Ф3P11,ИКС 5 ФИНАНС 003P-11,TQCB,exchange_bond,2035-03-02,,1000.0,SUR,15000000.0,,17.25,14.18,12.0,,103.21,103.0,103.83,103.19,103.32,2947,3044859.1,198,2.84,14.28,14.1,302.0,0.83,OK
2026-04-24,RU000A10AV98,RU000A10AV98,МТС 1P-28,Мобильные ТелеСистемы 001P-28,TQCB,exchange_bond,2028-01-30,,1000.0,SUR,20000000.0,,21.75,17.88,12.0,,101.18,100.89,101.26,100.97,101.03,13892,14035368.7,582,8.34,15.4,14.89,48.0,0.13,OK
2026-04-24,RU000A10AZ60,RU000A10AZ60,РЖД 1Р-38R,РЖД БО 001P-38R,TQCB,exchange_bond,2030-03-02,,1000.0,SUR,30000000.0,,17.9,14.71,12.0,,114.0,112.9,114.38,113.26,113.46,29036,32943376.7,3125,0.98,14.33,14.26,1050.0,2.88,OK
2026-04-24,RU000A10B0A2,RU000A10B0A2,Магнит5P03,Магнит ПАО БО-005Р-03,TQCB,exchange_bond,2026-08-27,,1000.0,SUR,84800000.0,,0.0,13.97,12.0,,100.51,100.33,100.51,100.34,100.34,3848,3861243.0,110,11.64,15.91,15.91,118.0,0.32,OK
2026-04-24,RU000A10B115,RU000A10B115,РЖД 1Р-40R,РЖД БО 001P-40R,TQCB,exchange_bond,2035-01-14,,1000.0,SUR,40000000.0,,17.65,14.51,12.0,,112.72,111.46,112.99,111.5,111.93,9959,11147388.4,386,11.12,14.85,14.7,1080.0,2.96,OK
2026-04-24,RU000A10B1N3,RU000A10B1N3,МТС 2P-07,Мобильные ТелеСистемы 002P-07,TQCB,exchange_bond,2028-02-23,,1000.0,SUR,20000000.0,,14.6,12.0,12.0,,100.6,100.32,101.01,100.79,100.7,15764,15874369.2,180,8.0,14.49,14.62,291.0,0.8,OK
2026-04-24,RU000A10B214,RU000A10B214,РостелP15R,Ростелеком ПАО 001P-15R,TQCB,exchange_bond,2027-03-02,,1000.0,SUR,15000000.0,,18.75,15.41,12.0,,104.19,104.19,104.7,104.52,104.49,9115,9524597.5,309,9.25,13.89,13.93,286.0,0.78,OK
2026-04-24,RU000A10B487,RU000A10B487,ДелПорт1P4,ДелоПортс ООО БО 001P-04,TQCB,exchange_bond,2026-09-11,,1000.0,SUR,15000000.0,,20.75,17.05,12.0,,102.21,101.93,102.38,101.94,102.21,4777,4882622.6,240,5.68,16.52,15.68,132.0,0.36,OK
2026-04-24,RU000A10B495,RU000A10B495,РЖД 1Р-41R,РЖД БО 001P-41R,TQCB,exchange_bond,2040-03-01,,1000.0,SUR,30000000.0,,17.15,42.76,4.0,,107.41,106.86,108.22,107.12,107.26,5948,6379568.3,183,16.92,14.87,14.81,849.0,2.33,OK
2026-04-24,RU000A10B4D8,RU000A10B4D8,МЕТАЛИНP13,МЕТАЛЛОИНВЕСТ 001P-13,TQCB,exchange_bond,2027-03-10,,1000.0,SUR,30000000.0,,0.0,0.0,12.0,,100.59,100.45,100.59,100.59,100.5,898,902497.4,18,4.63,15.27,15.4,297.0,0.81,OK
2026-04-24,RU000A10B4U2,RU000A10B4U2,СибурХ1Р04,СИБУР Холдинг 001Р-04,TQCB,exchange_bond,2032-03-17,,1000.0,SUR,50000000.0,,0.0,0.0,12.0,,100.91,100.59,100.93,100.93,100.82,8118,8184210.3,70,2.88,15.62,15.66,1312.0,3.59,OK
2026-04-24,RU000A10B4X6,RU000A10B4X6,СибурХ1Р06,СИБУР Холдинг 001Р-06,TQCB,exchange_bond,2032-03-17,,1000.0,SUR,43000000.0,,0.0,0.0,12.0,,100.96,100.56,100.96,100.84,100.8,4958,4997861.2,105,2.88,15.65,15.66,1312.0,3.59,OK
2026-04-24,RU000A10BBE6,RU000A10BBE6,Новотр 1Р6,ХК Новотранс 001P-06,TQCB,exchange_bond,2028-09-22,,1000.0,SUR,10500000.0,,18.75,15.41,12.0,,108.32,107.88,108.33,108.0,108.27,2699,2922283.2,95,9.25,15.25,15.09,634.0,1.74,OK
2026-04-24,RU000A10BF48,RU000A10BF48,ЯНДЕКС1Р1,МКПАО ЯНДЕКС 001Р-01,TQCB,exchange_bond,2027-04-11,,1000.0,SUR,40000000.0,,0.0,0.0,12.0,,100.75,100.65,100.89,100.73,100.72,18752,18887431.4,289,3.66,14.87,14.88,326.0,0.89,OK
2026-04-24,RU000A10BFG2,RU000A10BFG2,Атомэнпр05,Атомэнергопром АО 001Р-05,TQCB,exchange_bond,2030-04-11,,1000.0,SUR,40000000.0,,17.3,43.13,4.0,,110.87,110.6,110.97,110.69,110.71,44861,49666951.9,652,3.79,14.48,14.47,1091.0,2.99,OK
2026-04-24,RU000A10BG05,RU000A10BG05,Мегафон2Р8,МегаФон ПАО БО-002Р-08,TQCB,exchange_bond,2027-03-13,,1000.0,SUR,15000000.0,,0.0,0.0,12.0,,101.87,100.41,101.87,100.98,100.83,249,251060.8,25,3.22,14.78,14.98,300.0,0.82,OK
2026-04-24,RU000A10BG13,RU000A10BG13,РостелP16R,Ростелеком ПАО 001P-16R,TQCB,exchange_bond,2027-04-12,,1000.0,SUR,15000000.0,,17.65,14.51,12.0,,103.83,103.52,104.24,103.62,103.77,1609,1669669.6,159,3.38,14.49,14.3,324.0,0.89,OK
2026-04-24,RU000A10BGF2,RU000A10BGF2,РЖД 1Р-42R,РЖД БО 001P-42R,TQCB,exchange_bond,2040-04-05,,1000.0,SUR,30000000.0,,17.4,14.3,12.0,,108.6,108.0,108.95,108.25,108.29,23685,25647778.8,812,2.38,14.9,14.88,856.0,2.35,OK
2026-04-24,RU000A10BGJ4,RU000A10BGJ4,Аэрофл2Б01,Аэрофлот П02-БО-01,TQCB,exchange_bond,2028-04-08,,1000.0,SUR,45000000.0,,0.0,0.0,12.0,,101.21,101.15,101.78,101.2,101.28,17536,17760217.9,286,2.38,14.8,14.75,619.0,1.7,OK
2026-04-24,RU000A10BGY3,RU000A10BGY3,МТС 2P-10,Мобильные ТелеСистемы 002P-10,TQCB,exchange_bond,2030-03-30,,1000.0,SUR,15000000.0,,19.25,15.82,12.0,,101.06,101.01,101.32,101.21,101.23,2476,2506342.3,197,2.11,14.93,14.83,84.0,0.23,OK
2026-04-24,RU000A10BK09,RU000A10BK09,Газпн3P14R,Газпром нефть БО 003P-14R,TQCB,exchange_bond,2027-04-27,,1000.0,SUR,42500000.0,,0.0,13.97,12.0,,101.1,101.06,101.2,101.2,101.18,9780,9895311.9,88,10.25,14.78,14.8,337.0,0.92,OK
2026-04-24,RU000A10BK17,RU000A10BK17,Газпн3P15R,Газпром нефть БО 003P-15R,TQCB,exchange_bond,2030-04-11,,1000.0,SUR,120000000.0,,2.0,1.64,12.0,,65.3,64.9,65.52,65.22,65.28,67781,44248772.4,1078,1.21,14.2,14.17,1370.0,3.75,OK
2026-04-24,RU000A10BNF8,RU000A10BNF8,РусГидБП13,РусГидро (ПАО) БО-П13,TQCB,exchange_bond,2027-08-11,,1000.0,SUR,15000000.0,,17.35,14.26,12.0,,104.75,103.6,104.91,104.44,104.62,10112,10579649.8,227,2.85,14.46,14.29,425.0,1.16,OK
2026-04-24,RU000A10BP38,RU000A10BP38,Якут-34005,Республика Саха (Якутия) 34005,TQCB,subfederal_bond,2028-05-11,,1000.0,SUR,7700000.0,,17.0,13.97,12.0,,101.65,101.65,101.8,101.8,101.8,34,34610.5,3,0.93,13.92,13.92,478.0,1.31,OK
2026-04-24,RU000A10BP79,RU000A10BP79,МТС 2P-11,Мобильные ТелеСистемы 002P-11,TQCB,exchange_bond,2030-05-01,,1000.0,SUR,15000000.0,,19.0,15.62,12.0,,103.2,102.8,103.34,103.22,102.89,12285,12639646.0,125,1.04,13.99,14.65,200.0,0.55,OK
2026-04-24,RU000A10BQD6,RU000A10BQD6,МЕТАЛИНP14,МЕТАЛЛОИНВЕСТ 001P-14,TQCB,exchange_bond,2028-05-18,,1000.0,SUR,45000000.0,,0.0,0.0,12.0,,100.32,100.22,100.46,100.45,100.3,466,467669.0,45,11.58,14.8,14.89,645.0,1.77,OK
2026-04-24,RU000A10BQX4,RU000A10BQX4,РСетиСЗ1Р1,Россети Северо-Запад 001Р-01,TQCB,exchange_bond,2027-05-26,,1000.0,SUR,5000000.0,,16.9,13.89,12.0,,100.36,100.18,100.73,100.52,100.4,820,823258.2,47,10.65,15.15,15.29,361.0,0.99,OK
2026-04-24,RU000A10BRR4,RU000A10BRR4,РусГид2Р06,РусГидро БО-002Р-06,TQCB,exchange_bond,2027-05-30,,1000.0,SUR,50000000.0,,0.0,13.82,12.0,,100.72,100.35,101.0,100.8,100.92,5650,5701948.9,52,8.77,15.0,14.87,365.0,1.0,OK
